"","Idents.obj."
"mBC-0814-1_D7,B6","L6 IT CTX"
"mBC-0814-1_D7,B9","L4/5 IT CTX"
"mBC-0814-1_D7,C4","L5/6 NP CTX"
"mBC-0814-1_D7,D11","Sst a"
"mBC-0814-1_D7,E1","L6 CT CTX b"
"mBC-0814-1_D7,E6","L2/3 IT CTX a"
"mBC-0814-1_D7,G2","Astro"
"mBC-0814-1_D8,B4","Lamp5"
"mBC-0814-1_D8,E2","Pvalb a"
"mBC-0814-1_D8,E10","Astro"
"mBC-0814-1_D8,H2","L6 CT CTX b"
"mBC-0814-1_D8,H3","ODC"
"mBC-0814-1_D8,H10","ODC"
"mBC-0814-1_D9,A6","L4 IT CTX"
"mBC-0814-1_D9,A8","L5/6 NP CTX"
"mBC-0814-1_D9,A12","L2/3 IT RSP"
"mBC-0814-1_D9,D7","L6 CT CTX b"
"mBC-0814-1_D9,E3","L2/3 IT CTX c"
"mBC-0814-1_D9,E11","Pvalb a"
"mBC-0814-1_D9,F6","L5/6 NP CTX"
"mBC-0814-1_D9,G8","L5 IT CTX"
"mBC-0814-1_D10,A10","Pvalb b"
"mBC-0814-1_D10,B12","L2/3 IT CTX c"
"mBC-0814-1_D10,C11","L4 IT CTX"
"mBC-0814-1_D10,D4","L4/5 IT CTX"
"mBC-0814-1_D10,D8","L2/3 IT CTX a"
"mBC-0814-1_D10,E7","L6 CT CTX a"
"mBC-0814-1_D10,E12","ODC"
"mBC-0814-1_D10,F12","Unk"
"mBC-0814-1_D10,G6","Unk"
"mBC-0814-1_D10,H8","ODC"
"mBC-0814-1_D10,H11","Unk"
"mBC-0814-1_D11,A7","L2/3 IT CTX c"
"mBC-0814-1_D11,D7","L2/3 IT CTX b"
"mBC-0814-1_D11,E8","Meis2"
"mBC-0814-1_D11,E9","L2/3 IT CTX b"
"mBC-0814-1_D11,F2","L2/3 IT CTX b"
"mBC-0814-1_D11,F4","OPC"
"mBC-0814-1_D11,G7","Astro"
"mBC-0814-1_D11,G12","ODC"
"mBC-0814-1_D11,H4","Unk"
"mBC-0814-1_D11,H6","L6 IT CTX"
"mBC-0814-1_D11,H9","Astro"
"mBC-0814-1_D12,A1","Pvalb b"
"mBC-0814-1_D12,A4","ODC"
"mBC-0814-1_D12,B6","ODC"
"mBC-0814-1_D12,B11","Unk"
"mBC-0814-1_D12,C6","L6 CT CTX a"
"mBC-0814-1_D12,F5","Astro"
"mBC-0814-1_E1,A8","L6 IT CTX"
"mBC-0814-1_E1,A10","L4 IT CTX"
"mBC-0814-1_E1,B3","Astro"
"mBC-0814-1_E1,B7","ODC"
"mBC-0814-1_E1,E4","L2/3 IT CTX b"
"mBC-0814-1_E1,G5","L5 IT CTX"
"mBC-0814-1_E1,H7","L6 CT CTX b"
"mBC-0814-1_E1,H8","L2/3 IT CTX c"
"mBC-0814-1_E2,A9","L6b CTX"
"mBC-0814-1_E2,A11","L2 IT RvPP"
"mBC-0814-1_E2,A12","L6 CT CTX b"
"mBC-0814-1_E2,B1","L6b CTX"
"mBC-0814-1_E2,B2","Unk"
"mBC-0814-1_E2,B3","Micro"
"mBC-0814-1_E2,C2","Astro"
"mBC-0814-1_E2,C12","L6 CT CTX a"
"mBC-0814-1_E2,F2","Sst a"
"mBC-0814-1_E2,F10","L5 IT RSP"
"mBC-0814-1_E2,G1","L2/3 IT CTX b"
"mBC-0814-1_E3,A3","Astro"
"mBC-0814-1_E3,B5","L2/3 IT CTX b"
"mBC-0814-1_E3,B7","Pvalb a"
"mBC-0814-1_E3,B8","L6 IT CTX"
"mBC-0814-1_E3,C3","Astro"
"mBC-0814-1_E3,H1","ODC"
"mBC-0814-1_E3,H11","Unk"
"mBC-0814-1_E4,A3","OPC"
"mBC-0814-1_E4,B2","L5 IT CTX"
"mBC-0814-1_E4,B9","OPC"
"mBC-0814-1_E4,E1","L2/3 IT CTX c"
"mBC-0814-1_E4,E3","Astro"
"mBC-0814-1_E4,G3","Micro"
"mBC-0814-1_E4,G10","ODC"
"mBC-0814-1_E4,G11","Unk"
"mBC-0814-1_E4,H1","ODC"
"mBC-0814-1_E4,H8","L2/3 IT CTX b"
"mBC-0814-1_E5,A7","Astro"
"mBC-0814-1_E5,A8","L2/3 IT CTX a"
"mBC-0814-1_E5,B2","L2/3 IT CTX a"
"mBC-0814-1_E5,D11","Astro"
"mBC-0814-1_E5,H4","Unk"
"mBC-0814-1_E5,H11","Unk"
"mBC-0814-1_E5,H12","L6b CTX"
"mBC-0814-1_E6,A2","L5 IT RSP"
"mBC-0814-1_E6,B1","L5 IT CTX"
"mBC-0814-1_E6,B9","L6 CT CTX b"
"mBC-0814-1_E6,C7","Unk"
"mBC-0814-1_E6,C10","L5/6 NP CTX"
"mBC-0814-1_E6,D10","L6 CT CTX b"
"mBC-0814-1_E6,E1","L2/3 IT CTX c"
"mBC-0814-1_E6,F9","Astro"
"mBC-0814-1_E6,H1","Pvalb b"
"mBC-0814-1_E6,H6","Vip"
"mBC-0814-1_E7,A1","L2/3 IT CTX a"
"mBC-0814-1_E7,B9","L5 IT CTX"
"mBC-0814-1_E7,C6","L6 IT CTX"
"mBC-0814-1_E7,D1","Unk"
"mBC-0814-1_E7,E10","Astro"
"mBC-0814-1_E7,G7","ODC"
"mBC-0814-1_E7,G8","ODC"
"mBC-0814-1_E7,G11","ODC"
"mBC-0814-1_E7,H1","Astro"
"mBC-0814-1_E7,H12","OPC"
"mBC-0814-1_E8,D3","ODC"
"mBC-0814-1_E8,D5","L6 CT CTX b"
"mBC-0814-1_E8,E11","OPC"
"mBC-0814-1_E8,F4","L4 IT CTX"
"mBC-0814-1_E8,G1","Astro"
"mBC-0814-1_E8,G10","L6 IT CTX"
"mBC-0814-1_E8,G11","L4/5 IT CTX"
"mBC-0814-1_E8,H1","L4/5 IT CTX"
"mBC-0814-1_E8,H9","Lamp5"
"mBC-0814-1_E9,A5","ODC"
"mBC-0814-1_E9,B2","L5 IT CTX"
"mBC-0814-1_E9,C5","L2/3 IT CTX c"
"mBC-0814-1_E9,C12","L6 CT CTX a"
"mBC-0814-1_E9,D7","Lamp5"
"mBC-0814-1_E9,E10","L2/3 IT CTX a"
"mBC-0814-1_E9,G5","Micro"
"mBC-0814-1_E9,H4","Unk"
"mBC-0814-1_E10,A4","L2/3 IT CTX c"
"mBC-0814-1_E10,B2","Pvalb a"
"mBC-0814-1_E10,B8","L6 CT CTX b"
"mBC-0814-1_E10,E9","L2/3 IT CTX a"
"mBC-0814-1_E10,F6","L2/3 IT CTX b"
"mBC-0814-1_E10,G2","L2/3 IT CTX c"
"mBC-0814-1_E11,A6","Astro"
"mBC-0814-1_E11,B9","Pvalb b"
"mBC-0814-1_E11,B10","L6 CT CTX a"
"mBC-0814-1_E11,C2","L5/6 NP CTX"
"mBC-0814-1_E11,C8","Vip"
"mBC-0814-1_E11,C9","L2/3 IT CTX b"
"mBC-0814-1_E11,D3","Pvalb b"
"mBC-0814-1_E11,E9","Sst a"
"mBC-0814-1_E11,H8","Astro"
"mBC-0814-1_E11,H9","L6 CT CTX b"
"mBC-0814-1_E12,A5","L6 CT CTX b"
"mBC-0814-1_E12,A6","L4 IT CTX"
"mBC-0814-1_E12,A12","L6b CTX"
"mBC-0814-1_E12,B4","L6 IT CTX"
"mBC-0814-1_E12,B5","Astro"
"mBC-0814-1_E12,C3","ODC"
"mBC-0814-1_E12,D8","Pvalb a"
"mBC-0814-1_E12,E3","L2/3 IT CTX a"
"mBC-0814-1_E12,E8","L5/6 NP CTX"
"mBC-0814-1_E12,F12","L5 IT CTX"
"mBC-0814-1_E12,G3","L6b CTX"
"mBC-0814-1_F1,A1","L6 CT CTX b"
"mBC-0814-1_F1,A2","L6 CT CTX b"
"mBC-0814-1_F1,A3","L2/3 IT CTX c"
"mBC-0814-1_F1,A5","L6 CT CTX b"
"mBC-0814-1_F1,A7","ODC"
"mBC-0814-1_F1,B4","OPC"
"mBC-0814-1_F1,B8","L5 IT CTX"
"mBC-0814-1_F1,B11","Unk"
"mBC-0814-1_F1,C3","Unk"
"mBC-0814-1_F1,C8","L5/6 NP CTX"
"mBC-0814-1_F1,F6","VLMC"
"mBC-0814-1_F1,H12","Sst a"
"mBC-0814-1_F2,A1","Pvalb b"
"mBC-0814-1_F2,A7","Astro"
"mBC-0814-1_F2,B12","Sst a"
"mBC-0814-1_F2,C3","Astro"
"mBC-0814-1_F2,D3","L6 IT CTX"
"mBC-0814-1_F2,F4","L6 IT CTX"
"mBC-0814-1_F2,G2","ODC"
"mBC-0814-1_F2,G7","L4 IT CTX"
"mBC-0814-1_F3,A3","Sncg"
"mBC-0814-1_F3,B6","L4 IT CTX"
"mBC-0814-1_F3,B11","Pvalb b"
"mBC-0814-1_F3,C1","Pvalb b"
"mBC-0814-1_F3,E10","ODC"
"mBC-0814-1_F3,F6","L6 CT CTX b"
"mBC-0814-1_F3,F7","L5/6 NP CTX"
"mBC-0814-1_F3,F8","Unk"
"mBC-0814-1_F3,G11","L2/3 IT CTX c"
"mBC-0814-1_F3,G12","L2/3 IT CTX a"
"mBC-0814-1_F3,H2","Sst a"
"mBC-0814-1_F3,H6","ODC"
"mBC-0814-1_F4,A7","L2/3 IT CTX b"
"mBC-0814-1_F4,A9","Astro"
"mBC-0814-1_F4,B7","L6 CT CTX b"
"mBC-0814-1_F4,D3","L2/3 IT CTX c"
"mBC-0814-1_F4,D8","L4/5 IT CTX"
"mBC-0814-1_F4,E10","L4 IT CTX"
"mBC-0814-1_F4,F3","L4/5 IT CTX"
"mBC-0814-1_F4,F12","Unk"
"mBC-0814-1_F4,G8","OPC"
"mBC-0814-1_F4,G10","Astro"
"mBC-0814-1_F5,A2","Lamp5"
"mBC-0814-1_F5,A11","Pvalb a"
"mBC-0814-1_F5,B3","ODC"
"mBC-0814-1_F5,C2","L4 IT CTX"
"mBC-0814-1_F5,C11","Sst b"
"mBC-0814-1_F5,C12","L6 CT CTX a"
"mBC-0814-1_F5,F4","L6 CT CTX a"
"mBC-0814-1_F5,F5","L2/3 IT CTX b"
"mBC-0814-1_F5,G6","Unk"
"mBC-0814-1_F5,G8","Astro"
"mBC-0814-1_F5,G9","L5 IT CTX"
"mBC-0814-1_F5,H12","Sst b"
"mBC-0814-1_F6,A6","Unk"
"mBC-0814-1_F6,B2","L4 IT CTX"
"mBC-0814-1_F6,B10","ODC"
"mBC-0814-1_F6,C1","Sst b"
"mBC-0814-1_F6,C3","L6 CT CTX b"
"mBC-0814-1_F6,C12","L6 IT CTX"
"mBC-0814-1_F6,D1","Micro"
"mBC-0814-1_F6,F1","L6 CT CTX a"
"mBC-0814-1_F6,F9","L6b CTX"
"mBC-0814-1_F7,A1","OPC"
"mBC-0814-1_F7,A8","L5 IT CTX"
"mBC-0814-1_F7,B7","ODC"
"mBC-0814-1_F7,B9","Unk"
"mBC-0814-1_F7,C5","L2/3 IT CTX b"
"mBC-0814-1_F7,C8","L6 IT CTX"
"mBC-0814-1_F7,D2","L2/3 IT CTX b"
"mBC-0814-1_F7,D10","L2/3 IT CTX c"
"mBC-0814-1_F7,D11","L4 IT CTX"
"mBC-0814-1_F7,E7","ODC"
"mBC-0814-1_F7,F7","L2/3 IT CTX c"
"mBC-0814-1_F7,F10","L2/3 IT CTX a"
"mBC-0814-1_F7,G1","Sst a"
"mBC-0814-1_F7,G7","Micro"
"mBC-0814-1_F7,G9","L6 CT CTX b"
"mBC-0814-1_F7,G12","ODC"
"mBC-0814-1_F7,H2","Micro"
"mBC-0814-1_F8,B2","L6 IT CTX"
"mBC-0814-1_F8,B4","L2/3 IT CTX a"
"mBC-0814-1_F8,B6","L5 IT CTX"
"mBC-0814-1_F8,B7","L2/3 IT CTX a"
"mBC-0814-1_F8,C5","L6 IT CTX"
"mBC-0814-1_F8,D12","L6 IT CTX"
"mBC-0814-1_F8,F3","L2/3 IT RSP"
"mBC-0814-1_F8,F8","Meis2"
"mBC-0814-1_F8,G1","L6 CT CTX b"
"mBC-0814-1_F8,G9","Pvalb b"
"mBC-0814-1_F9,A4","ODC"
"mBC-0814-1_F9,A7","Unk"
"mBC-0814-1_F9,A11","Astro"
"mBC-0814-1_F9,B11","Unk"
"mBC-0814-1_F9,C8","L6 IT CTX"
"mBC-0814-1_F9,C11","L5 IT CTX"
"mBC-0814-1_F9,D11","L5/6 NP CTX"
"mBC-0814-1_F9,E3","Sst a"
"mBC-0814-1_F9,E9","L4 IT CTX"
"mBC-0814-1_F9,E10","L4 IT CTX"
"mBC-0814-1_F9,G5","L2/3 IT CTX b"
"mBC-0814-1_F9,G11","Unk"
"mBC-0814-1_F9,H12","L6 CT CTX a"
"mBC-0814-1_F10,A2","L6 IT CTX"
"mBC-0814-1_F10,A10","Unk"
"mBC-0814-1_F10,A11","L5 IT CTX"
"mBC-0814-1_F10,B8","L6 IT CTX"
"mBC-0814-1_F10,B11","Unk"
"mBC-0814-1_F10,C10","Sst b"
"mBC-0814-1_F10,D5","ODC"
"mBC-0814-1_F10,D10","L4 IT CTX"
"mBC-0814-1_F10,D11","ODC"
"mBC-0814-1_F10,G6","Unk"
"mBC-0814-1_F10,G12","L4 IT CTX"
"mBC-0814-1_F10,H3","L6 IT CTX"
"mBC-0814-1_F11,A4","Sst b"
"mBC-0814-1_F11,A11","L6 CT CTX a"
"mBC-0814-1_F11,B5","ODC"
"mBC-0814-1_F11,B9","L2/3 IT CTX a"
"mBC-0814-1_F11,C5","L6 IT CTX"
"mBC-0814-1_F11,D7","L6 IT CTX"
"mBC-0814-1_F11,E6","L4 IT CTX"
"mBC-0814-1_F11,E7","Sst b"
"mBC-0814-1_F11,G6","Unk"
"mBC-0814-1_F11,H4","Unk"
"mBC-0814-1_F11,H5","Pvalb a"
"mBC-0814-1_F12,A5","Lamp5"
"mBC-0814-1_F12,B9","L4/5 IT CTX"
"mBC-0814-1_F12,C3","L6 CT CTX b"
"mBC-0814-1_F12,C9","L2/3 IT CTX a"
"mBC-0814-1_F12,E4","L6b CTX"
"mBC-0814-1_F12,G2","L2/3 IT CTX c"
"mBC-0814-1_F12,G6","Unk"
"mBC-0814-1_G1,A2","Vip"
"mBC-0814-1_G1,A4","L5/6 NP CTX"
"mBC-0814-1_G1,C1","L2/3 IT CTX a"
"mBC-0814-1_G1,C6","Astro"
"mBC-0814-1_G1,C10","L2/3 IT CTX a"
"mBC-0814-1_G1,D1","L5 IT CTX"
"mBC-0814-1_G1,E1","L6 IT CTX"
"mBC-0814-1_G1,E9","Micro"
"mBC-0814-1_G1,E11","Pvalb b"
"mBC-0814-1_G1,F12","Unk"
"mBC-0814-1_G1,H10","Lamp5"
"mBC-0814-1_G2,A11","Pvalb b"
"mBC-0814-1_G2,B1","Pvalb b"
"mBC-0814-1_G2,C1","L4 IT CTX"
"mBC-0814-1_G2,C6","L6b CTX"
"mBC-0814-1_G2,E11","Sncg"
"mBC-0814-1_G2,F2","L6 CT CTX b"
"mBC-0814-1_G2,G1","OPC"
"mBC-0814-1_G2,G2","ODC"
"mBC-0814-1_G2,H2","Astro"
"mBC-0814-1_G2,H12","Pvalb b"
"mBC-0814-1_G3,A9","Unk"
"mBC-0814-1_G3,F2","L2/3 IT CTX a"
"mBC-0814-1_G3,G11","L4/5 IT CTX"
"mBC-0814-1_G3,H4","Unk"
"mBC-0814-1_G4,B9","L6 IT CTX"
"mBC-0814-1_G4,C2","L5/6 NP CTX"
"mBC-0814-1_G4,G1","Pvalb b"
"mBC-0814-1_G5,B8","ODC"
"mBC-0814-1_G5,D7","VLMC"
"mBC-0814-1_G5,D9","L2/3 IT RSP"
"mBC-0814-1_G5,E2","L6 CT CTX b"
"mBC-0814-1_G5,F1","L4/5 IT CTX"
"mBC-0814-1_G5,H2","L6 CT CTX a"
"mBC-0814-1_G5,H8","ODC"
"mBC-0814-1_G5,H12","L5 IT CTX"
"mBC-0814-1_G6,A4","ODC"
"mBC-0814-1_G6,B10","Lamp5"
"mBC-0814-1_G6,B11","Unk"
"mBC-0814-1_G6,B12","Unk"
"mBC-0814-1_G6,C5","L6 CT CTX b"
"mBC-0814-1_G6,C7","L6 CT CTX a"
"mBC-0814-1_G6,C9","Sst b"
"mBC-0814-1_G6,E8","Pvalb b"
"mBC-0814-1_G6,E10","L4 IT CTX"
"mBC-0814-1_G6,F1","L6 IT CTX"
"mBC-0814-1_G6,F2","Astro"
"mBC-0814-1_G6,G1","L2/3 IT RSP"
"mBC-0814-1_G6,G6","Unk"
"mBC-0814-1_G6,G12","L2/3 IT RSP"
"mBC-0814-1_G6,H2","Astro"
"mBC-0814-1_G7,A4","Lamp5"
"mBC-0814-1_G7,A7","L2/3 IT CTX b"
"mBC-0814-1_G7,B5","Micro"
"mBC-0814-1_G7,E7","L6 CT CTX b"
"mBC-0814-1_G7,E10","L6 CT CTX a"
"mBC-0814-1_G7,G3","ODC"
"mBC-0814-1_G7,H7","L6 IT CTX"
"mBC-0814-1_G8,A3","L2/3 IT CTX a"
"mBC-0814-1_G8,A10","Unk"
"mBC-0814-1_G8,B8","L6 CT CTX b"
"mBC-0814-1_G8,B9","L5 IT CTX"
"mBC-0814-1_G8,B10","ODC"
"mBC-0814-1_G8,C2","Astro"
"mBC-0814-1_G8,C3","L2/3 IT CTX c"
"mBC-0814-1_G8,C9","Astro"
"mBC-0814-1_G8,C12","OPC"
"mBC-0814-1_G8,D5","Lamp5"
"mBC-0814-1_G8,E11","Pvalb a"
"mBC-0814-1_G8,F8","Unk"
"mBC-0814-1_G8,F11","L4/5 IT CTX"
"mBC-0814-1_G8,G5","L2/3 IT CTX c"
"mBC-0814-1_G8,G9","ODC"
"mBC-0814-1_G8,H2","L6 IT CTX"
"mBC-0814-1_G9,A2","L4 IT CTX"
"mBC-0814-1_G9,A5","L2/3 IT CTX a"
"mBC-0814-1_G9,A8","Pvalb a"
"mBC-0814-1_G9,A9","L2/3 IT CTX a"
"mBC-0814-1_G9,A12","Pvalb a"
"mBC-0814-1_G9,B2","L2/3 IT CTX a"
"mBC-0814-1_G9,C5","ODC"
"mBC-0814-1_G9,C6","Astro"
"mBC-0814-1_G9,D3","Astro"
"mBC-0814-1_G9,D5","L6 IT CTX"
"mBC-0814-1_G9,E2","L6 IT CTX"
"mBC-0814-1_G9,E10","L5/6 NP CTX"
"mBC-0814-1_G9,F8","Unk"
"mBC-0814-1_G9,G3","OPC"
"mBC-0814-1_G9,G11","L2/3 IT CTX a"
"mBC-0814-1_G10,A1","L2/3 IT CTX c"
"mBC-0814-1_G10,B2","Unk"
"mBC-0814-1_G10,B8","L5 IT CTX"
"mBC-0814-1_G10,B9","L4/5 IT CTX"
"mBC-0814-1_G10,C4","L6 CT CTX b"
"mBC-0814-1_G10,G5","L5/6 NP CTX"
"mBC-0814-1_G10,H5","L6b CTX"
"mBC-0814-1_G11,A4","L6 CT CTX a"
"mBC-0814-1_G11,A12","Astro"
"mBC-0814-1_G11,B7","L5 IT CTX"
"mBC-0814-1_G11,C2","L2/3 IT CTX b"
"mBC-0814-1_G11,E1","Astro"
"mBC-0814-1_G11,F10","Vip"
"mBC-0814-1_G11,G1","Meis2"
"mBC-0814-1_G12,A4","L6 CT CTX a"
"mBC-0814-1_G12,E8","L5/6 NP CTX"
"mBC-0814-1_G12,G6","Unk"
"mBC-0814-1_H1,A7","L2/3 IT CTX c"
"mBC-0814-1_H1,A10","Unk"
"mBC-0814-1_H1,D9","L6 CT CTX a"
"mBC-0814-1_H1,D10","L6 CT CTX b"
"mBC-0814-1_H1,E2","ODC"
"mBC-0814-1_H1,F7","L6 IT CTX"
"mBC-0814-1_H1,F10","Unk"
"mBC-0814-1_H1,G9","L5/6 NP CTX"
"mBC-0814-1_H1,H1","Pvalb a"
"mBC-0814-1_H1,H2","L2/3 IT CTX a"
"mBC-0814-1_H1,H10","Sst b"
"mBC-0814-1_H1,H12","L4/5 IT CTX"
"mBC-0814-1_H2,A4","L6 CT CTX b"
"mBC-0814-1_H2,B3","ODC"
"mBC-0814-1_H2,B6","L6 CT CTX b"
"mBC-0814-1_H2,C4","L5 IT CTX"
"mBC-0814-1_H2,C7","L6 CT CTX a"
"mBC-0814-1_H2,D3","L2/3 IT CTX a"
"mBC-0814-1_H2,D7","Vip"
"mBC-0814-1_H2,E3","Astro"
"mBC-0814-1_H2,G9","L6 CT CTX b"
"mBC-0814-1_H2,H3","OPC"
"mBC-0814-1_H3,C5","Pvalb a"
"mBC-0814-1_H3,E10","L4 IT CTX"
"mBC-0814-1_H3,G3","Micro"
"mBC-0814-1_H3,G7","Astro"
"mBC-0814-1_H3,G8","L4 IT CTX"
"mBC-0814-1_H3,H3","ODC"
"mBC-0814-1_H3,H11","Unk"
"mBC-0814-1_H4,A5","Micro"
"mBC-0814-1_H4,C4","L6 CT CTX b"
"mBC-0814-1_H4,C7","Pvalb b"
"mBC-0814-1_H4,C9","L2/3 IT CTX c"
"mBC-0814-1_H4,D12","L6 CT CTX a"
"mBC-0814-1_H4,E1","L6 CT CTX b"
"mBC-0814-1_H4,E4","L5/6 NP CTX"
"mBC-0814-1_H4,F3","L4/5 IT CTX"
"mBC-0814-1_H4,G10","L2/3 IT CTX a"
"mBC-0814-1_H5,B4","L6 IT CTX"
"mBC-0814-1_H5,B11","Unk"
"mBC-0814-1_H5,C3","L2/3 IT CTX c"
"mBC-0814-1_H5,E1","Astro"
"mBC-0814-1_H5,H8","Vip"
"mBC-0814-1_H6,A2","L6 CT CTX b"
"mBC-0814-1_H6,A10","Unk"
"mBC-0814-1_H6,A11","L2/3 IT CTX a"
"mBC-0814-1_H6,B4","Pvalb a"
"mBC-0814-1_H6,B7","L5/6 NP CTX"
"mBC-0814-1_H6,E12","L6 CT CTX b"
"mBC-0814-1_H6,F7","L2/3 IT CTX c"
"mBC-0814-1_H6,F11","Astro"
"mBC-0814-1_H6,G5","L6 IT CTX"
"mBC-0814-1_H6,H6","Lamp5"
"mBC-0814-1_H6,H10","L6 CT CTX b"
"mBC-0814-1_H7,B9","L5 IT CTX"
"mBC-0814-1_H7,B10","L6 CT CTX a"
"mBC-0814-1_H7,C1","Vip"
"mBC-0814-1_H7,C5","L4/5 IT CTX"
"mBC-0814-1_H7,C7","Unk"
"mBC-0814-1_H7,D5","L6 CT CTX b"
"mBC-0814-1_H7,D8","L6b CTX"
"mBC-0814-1_H7,D10","ODC"
"mBC-0814-1_H7,E2","ODC"
"mBC-0814-1_H7,F8","Unk"
"mBC-0814-1_H7,F9","Sst b"
"mBC-0814-1_H7,G9","L5/6 NP CTX"
"mBC-0814-1_H7,G10","L6 CT CTX b"
"mBC-0814-1_H8,A8","L6 IT CTX"
"mBC-0814-1_H8,B2","L2/3 IT CTX c"
"mBC-0814-1_H8,D11","L2/3 IT CTX a"
"mBC-0814-1_H8,E12","L6 IT CTX"
"mBC-0814-1_H8,F1","L2/3 IT CTX a"
"mBC-0814-1_H8,F2","L6 CT CTX b"
"mBC-0814-1_H8,G10","L6 CT CTX b"
"mBC-0814-1_H8,G12","OPC"
"mBC-0814-1_H8,H2","Astro"
"mBC-0814-1_H8,H6","Astro"
"mBC-0814-1_H8,H11","Unk"
"mBC-0814-1_H9,A11","L6 IT CTX"
"mBC-0814-1_H9,B4","L5 IT CTX"
"mBC-0814-1_H9,B9","L2/3 IT CTX c"
"mBC-0814-1_H9,C4","Micro"
"mBC-0814-1_H9,D7","L4 IT CTX"
"mBC-0814-1_H9,E12","ODC"
"mBC-0814-1_H9,H1","L6 CT CTX b"
"mBC-0814-1_H9,H8","Sst a"
"mBC-0814-1_H10,B4","L5 IT CTX"
"mBC-0814-1_H10,B5","OPC"
"mBC-0814-1_H10,C1","L6 IT CTX"
"mBC-0814-1_H10,E10","L2/3 IT CTX a"
"mBC-0814-1_H10,F6","L2/3 IT CTX a"
"mBC-0814-1_H10,F11","ODC"
"mBC-0814-1_H10,G1","L4 IT CTX"
"mBC-0814-1_H10,G2","L6 CT CTX a"
"mBC-0814-1_H10,H4","Unk"
"mBC-0814-1_H10,H8","L2/3 IT RSP"
"mBC-0814-1_H11,B1","L6 CT CTX b"
"mBC-0814-1_H11,B6","L6 CT CTX b"
"mBC-0814-1_H11,B7","L2/3 IT CTX b"
"mBC-0814-1_H11,C7","Unk"
"mBC-0814-1_H11,C12","Sst b"
"mBC-0814-1_H11,E3","Sst b"
"mBC-0814-1_H11,E6","Micro"
"mBC-0814-1_H11,F12","Unk"
"mBC-0814-1_H11,G5","L6 CT CTX b"
"mBC-0814-1_H11,G8","Micro"
"mBC-0814-1_H11,G9","ODC"
"mBC-0814-1_H11,H3","L2/3 IT CTX a"
"mBC-0814-1_H11,H10","L2/3 IT CTX c"
"mBC-0814-1_H12,A2","Pvalb a"
"mBC-0814-1_H12,A3","L5 IT CTX"
"mBC-0814-1_H12,A10","Unk"
"mBC-0814-1_H12,B1","Astro"
"mBC-0814-1_H12,B9","L5 IT CTX"
"mBC-0814-1_H12,C3","L6 CT CTX a"
"mBC-0814-1_H12,C12","L6 IT CTX"
"mBC-0814-1_H12,D2","L2/3 IT RSP"
"mBC-0814-1_H12,D5","Sst b"
"mBC-0814-1_H12,D11","L2/3 IT CTX a"
"mBC-0814-1_H12,E7","Micro"
"mBC-0814-1_H12,E10","Micro"
"mBC-0814-1_H12,F8","Unk"
"mBC-0814-1_H12,F11","Pvalb b"
"mBC-0814-1_H12,G5","L4/5 IT CTX"
"mBC-0814-1_H12,G12","L2/3 IT CTX a"
